동,2019년 11월 1주,2019년 11월 2주,2019년 11월 3주,2019년 11월 4주,2019년 12월 1주,2019년 12월 2주,2019년 12월 3주,2019년 12월 4주,2020년 01월 1주,2020년 01월 2주,2020년 01월 3주,2020년 01월 4주,2020년 01월 5주,2020년 02월 1주,2020년 02월 2주,2020년 02월 3주,2020년 02월 4주,2020년 03월 1주,2020년 03월 2주,2020년 03월 3주,2020년 03월 4주,2020년 04월 1주,2020년 04월 2주,2020년 04월 3주,2020년 04월 4주,2020년 04월 5주,2020년 05월 1주,2020년 05월 2주,2020년 05월 3주,2020년 05월 4주,2020년 06월 1주,2020년 06월 2주,2020년 06월 3주,2020년 06월 4주,2020년 07월 1주,2020년 07월 2주,2020년 07월 3주,2020년 07월 4주,2020년 07월 5주,2020년 08월 1주,2020년 08월 2주,2020년 08월 3주,2020년 08월 4주,2020년 09월 1주,2020년 09월 2주,2020년 09월 3주,2020년 09월 4주,2020년 09월 5주,2020년 10월 1주,2020년 10월 2주,2020년 10월 3주,2020년 10월 4주
용전동,1508.5,1508.5,1508.5,1508.5,1518.5,1518.5,1520.645,1536.355,1539.2150000000001,1549.93,1558.5,1558.5,1557.7849999999999,1547.785,1531.36,1524.9250000000002,1514.2150000000001,1497.07,1478.5,1446.355,1409.2150000000001,1373.5,1344.9299999999998,1309.2150000000001,1285.645,1270.64,1253.5,1242.7849999999999,1233.5,1233.5,1251.36,1287.79,1312.785,1341.355,1343.5,1344.2150000000001,1348.5,1348.5,1348.5,1348.5,1348.5,1348.5,1348.5,1348.5,1348.5,1339.07,1325.0,1318.5,1318.5,1318.5,1318.5,1312.785
우산동,1505.5,1507.1666666666667,1507.3100000000002,1510.2133333333334,1514.5,1534.8333333333333,1540.4516666666668,1539.6416666666664,1554.6183333333336,1560.4283333333333,1563.7616666666665,1564.0,1559.7150000000001,1551.2866666666669,1540.4283333333333,1523.88,1512.165,1499.9283333333333,1489.6650000000002,1472.335,1434.3566666666666,1387.3083333333334,1345.3083333333332,1317.4266666666665,1294.6666666666667,1277.0733333333333,1256.8816666666667,1246.4750000000001,1238.405,1246.5499999999997,1266.26,1293.9533333333334,1322.285,1341.0016666666668,1345.1433333333334,1347.6666666666665,1348.3799999999999,1346.095,1347.2383333333335,1349.3333333333333,1126.1666666666667,1349.3333333333333,1349.3333333333333,1349.3333333333333,1337.905,1321.9533333333331,1313.6183333333333,1313.5,1306.8583333333333,1305.095,1303.6666666666667,1303.6666666666667
운남동,1506.9033333333334,1513.7600000000002,1519.9533333333336,1525.4766666666667,1528.3333333333333,1533.0933333333335,1540.8066666666666,1543.2866666666669,1547.573333333333,1552.3333333333333,1554.7133333333331,1555.1899999999998,1558.2866666666666,1551.1433333333332,1544.7133333333331,1522.8066666666666,1515.6666666666667,1508.5233333333333,1495.1933333333334,1471.2833333333335,1440.43,1395.7633333333333,1357.9033333333334,1311.8099999999997,1297.1933333333334,1272.8100000000002,1257.5733333333333,1250.43,1239.573333333333,1247.7600000000002,1261.95,1302.8100000000002,1320.57,1339.38,1332.3333333333333,1337.2866666666666,1337.6666666666667,1337.6666666666667,1337.6666666666667,1337.6666666666667,1337.6666666666667,1337.6666666666667,1337.6666666666667,1337.6666666666667,1337.6666666666667,1323.6633333333336,1305.2866666666669,1305.0,1305.0,1305.0,1305.0,1305.0
운수동,1509.25,1509.25,1509.25,1511.395,1515.6775,1522.4624999999999,1528.6050000000002,1537.1774999999998,1544.25,1553.965,1565.0,1565.0,1565.0,1562.715,1553.8600000000001,1522.0024999999998,1514.1775,1512.75,1485.5375000000001,1461.285,1424.2125,1392.825,1350.2525,1315.89,1294.035,1277.4299999999998,1273.5,1270.32,1262.75,1262.75,1270.6799999999998,1294.6799999999998,1316.1050000000002,1332.5375,1338.605,1340.75,1340.75,1338.6075,1338.25,1338.25,1338.25,1338.25,1337.535,1335.75,1335.75,1335.035,1320.395,1318.25,1318.25,1318.25,1317.1775,1310.0375
운암동,1497.2,1497.9140000000002,1499.058,1501.112,1507.7999999999997,1515.856,1519.426,1531.0,1538.2,1545.6299999999999,1549.058,1548.342,1546.4859999999999,1534.858,1522.6280000000002,1507.6000000000001,1500.0300000000002,1487.1439999999998,1470.4299999999998,1441.828,1409.428,1369.8,1332.06,1301.484,1275.686,1255.172,1240.43,1228.314,1225.3139999999999,1225.028,1232.514,1268.2580000000003,1294.2580000000003,1317.6,1325.972,1325.858,1325.972,1322.258,1309.7720000000002,1304.3719999999998,1302.0,1306.23,1314.258,1318.058,1315.4859999999999,1307.4879999999998,1297.0,1296.2,1295.6280000000002,1289.116,1287.286,1283.856
월남동,1493.29,1497.86,1506.14,1499.0,1501.57,1509.0,1522.14,1535.0,1539.29,1549.57,1555.0,1545.57,1539.0,1526.14,1503.29,1491.86,1484.71,1476.14,1454.71,1431.57,1397.86,1361.86,1331.0,1290.43,1262.43,1243.0,1243.0,1219.0,1220.71,1230.71,1247.0,1291.86,1311.86,1341.86,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1331.86,1325.0,1309.0,1309.0,1309.0,1309.0,1301.86,1294.71
월산동,1486.857142857143,1488.5928571428572,1488.5928571428572,1493.53,1501.2657142857145,1509.9185714285716,1518.3871428571426,1524.02,1531.142857142857,1536.4914285714287,1543.6328571428571,1541.92,1530.8785714285716,1519.062857142857,1508.552857142857,1490.2642857142855,1482.0814285714284,1475.715714285714,1461.267142857143,1435.7342857142855,1401.7757142857142,1353.427142857143,1323.142857142857,1291.98,1267.8585714285712,1242.7557142857145,1227.202857142857,1208.5314285714287,1200.162857142857,1213.2242857142858,1246.4914285714283,1295.797142857143,1326.142857142857,1330.6385714285714,1332.794285714286,1324.001428571429,1314.1028571428574,1308.3057142857142,1310.6942857142858,1312.3057142857142,1312.51,1313.1228571428571,1314.3057142857142,1312.1014285714284,1300.7557142857142,1281.49,1274.0,1273.2857142857142,1272.7957142857142,1272.5914285714284,1268.7957142857142,1259.3457142857146
월전동,1494.0,1494.0725,1494.5,1499.3575,1508.5,1511.0,1515.285,1527.0,1540.215,1548.9625,1554.8225,1556.8925,1552.7875,1545.285,1534.8925000000002,1530.2125,1523.4275,1489.715,1476.0,1432.785,1387.6425000000002,1367.9275,1334.3925000000002,1310.6074999999998,1265.215,1260.535,1251.3225,1250.3925,1248.25,1248.25,1256.715,1280.6425,1298.5,1310.25,1319.9275,1332.43,1332.0725,1329.5,1330.215,1325.285,1325.0,1325.0,1323.9275,1313.68,1318.75,1314.035,1309.75,1309.0,1304.2150000000001,1295.0725,1293.785,1293.75
월출동,1548.7633333333333,1548.7633333333333,1550.6666666666667,1548.7633333333333,1550.6666666666667,1550.6666666666667,1548.7633333333333,1563.996666666667,1568.7633333333333,1570.6699999999998,1584.0,1584.0,1579.4799999999998,1569.0,1554.2366666666667,1541.8566666666666,1538.5233333333333,1517.2366666666667,1504.86,1476.6166666666668,1439.4733333333334,1408.76,1374.4799999999998,1339.2399999999998,1301.38,1282.33,1273.7633333333333,1259.4733333333334,1250.43,1255.1899999999998,1263.5233333333333,1297.8100000000002,1333.5233333333335,1363.3333333333333,1357.43,1357.43,1356.0,1357.43,1361.0,1361.0,1361.0,1359.0966666666666,1362.6666666666667,1364.0966666666666,1364.0966666666666,1349.1433333333332,1333.0,1332.0,1332.0,1332.0,1332.0,1329.1433333333334
이장동,1479.0,1480.71,1485.0,1487.71,1496.0,1509.71,1513.29,1521.86,1530.0,1539.43,1545.0,1539.0,1530.86,1518.29,1511.0,1492.14,1483.0,1471.29,1455.57,1433.86,1392.71,1347.86,1319.29,1285.0,1258.43,1237.57,1224.43,1207.29,1203.0,1211.57,1235.57,1270.57,1297.57,1307.14,1320.0,1320.0,1320.0,1320.0,1320.0,1320.0,1317.86,1306.0,1312.0,1322.86,1315.86,1292.71,1282.71,1277.0,1277.0,1277.0,1264.86,1244.57
일곡동,1523.5,1523.5,1528.5,1533.5,1533.5,1534.2150000000001,1539.9299999999998,1552.7849999999999,1557.0700000000002,1568.5,1573.5,1573.5,1573.5,1572.0700000000002,1557.0700000000002,1548.5,1539.2150000000001,1518.5,1501.36,1469.93,1436.355,1398.5,1367.79,1333.5,1309.93,1298.5,1273.5,1270.645,1268.5,1268.5,1278.5,1312.0700000000002,1335.4250000000002,1362.0,1365.7150000000001,1368.5,1369.9299999999998,1373.5,1373.5,1373.5,1373.5,1373.5,1373.5,1373.5,1373.5,1369.2150000000001,1361.36,1358.5,1358.5,1349.9299999999998,1343.5,1342.0700000000002
임곡동,1516.0,1516.0,1516.0,1516.0,1516.0,1516.0,1516.0,1518.71,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1535.0,1526.0,1514.0,1505.43,1492.14,1469.0,1427.86,1386.0,1343.57,1301.71,1277.71,1272.0,1272.0,1262.0,1262.0,1262.0,1262.0,1274.86,1303.43,1324.86,1332.0,1332.0,1340.57,1342.0,1342.0,1342.0,1342.0,1342.0,1342.0,1342.0,1342.0,1342.0,1342.0,1327.71,1313.43,1302.0,1302.0,1302.0
임동,1498.0,1498.0,1498.0,1498.0,1498.0,1503.71,1518.0,1518.0,1532.57,1538.0,1548.29,1548.0,1548.0,1530.86,1510.86,1498.0,1501.14,1487.14,1474.0,1459.0,1413.29,1372.71,1332.29,1326.86,1284.29,1269.71,1250.86,1238.0,1238.0,1238.0,1249.43,1281.14,1319.29,1332.14,1345.57,1358.0,1358.0,1358.0,1358.0,1358.0,1358.29,1358.0,1358.0,1358.0,1358.0,1346.86,1345.0,1345.0,1345.0,1345.0,1345.0,1345.0
임암동,1484.0,1495.4299999999998,1499.355,1494.0,1502.215,1513.2849999999999,1518.645,1550.5,1550.5,1554.7849999999999,1550.2849999999999,1554.145,1539.29,1524.5700000000002,1516.5700000000002,1494.7150000000001,1482.9299999999998,1478.2849999999999,1460.43,1440.43,1402.5749999999998,1354.8600000000001,1323.4250000000002,1291.7150000000001,1266.7849999999999,1243.29,1233.29,1216.0,1214.4299999999998,1235.4299999999998,1247.86,1287.07,1315.4250000000002,1319.7849999999999,1330.0749999999998,1324.0,1322.5700000000002,1319.0,1318.2849999999999,1314.0,1313.7150000000001,1314.0,1310.4250000000002,1304.0,1304.0,1300.4299999999998,1289.7150000000001,1286.5,1278.5700000000002,1275.0,1272.8600000000001,1263.29
장덕동,1499.0,1499.0,1499.0,1516.14,1519.0,1530.43,1539.0,1545.43,1554.0,1554.0,1554.0,1554.0,1554.0,1554.0,1556.57,1563.0,1560.71,1559.0,1536.14,1503.29,1489.0,1446.14,1414.71,1379.0,1357.57,1320.43,1309.0,1309.0,1309.0,1309.0,1309.0,1351.86,1369.0,1397.57,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1373.29,1359.0,1359.0,1359.0,1359.0
장록동,1499.0,1499.0,1499.0,1501.86,1509.0,1516.14,1526.14,1534.71,1539.0,1549.0,1559.0,1559.0,1559.0,1559.0,1553.29,1526.14,1509.0,1509.0,1491.86,1464.71,1427.57,1399.0,1360.43,1326.14,1299.0,1283.29,1279.0,1279.0,1270.43,1269.0,1270.43,1289.0,1311.86,1329.0,1333.29,1339.0,1339.0,1339.0,1339.0,1339.0,1339.0,1339.0,1339.0,1339.0,1339.0,1339.0,1327.57,1319.0,1319.0,1319.0,1319.0,1311.86
장수동,1519.0,1519.0,1519.0,1519.0,1522.0933333333332,1529.71,1534.0,1545.43,1554.0,1565.43,1574.0,1574.0,1571.86,1568.5266666666666,1560.6633333333332,1551.38,1528.7633333333333,1516.0933333333332,1500.0500000000002,1469.4766666666667,1428.7133333333334,1389.38,1358.6666666666667,1317.0,1295.283333333333,1279.1433333333332,1261.95,1243.7133333333334,1237.8566666666666,1246.43,1270.2366666666667,1312.7633333333333,1330.2866666666666,1337.38,1349.9966666666667,1354.7633333333333,1356.6666666666667,1355.7133333333334,1353.3333333333333,1350.9533333333331,1350.0,1350.0,1353.8100000000002,1356.6666666666667,1355.2366666666667,1351.0466666666669,1340.9533333333331,1330.62,1327.1433333333334,1326.6666666666667,1326.4766666666667,1323.38
주월동,1508.1899999999998,1507.88,1509.93,1519.4766666666667,1525.5716666666667,1530.118333333333,1534.4750000000001,1543.1416666666667,1543.618333333333,1551.1200000000001,1558.8083333333334,1558.4516666666666,1553.4283333333333,1543.8583333333333,1524.1216666666667,1506.285,1496.715,1485.43,1470.4983333333332,1449.6916666666668,1411.785,1366.1433333333334,1330.215,1302.9299999999998,1277.05,1255.4983333333332,1238.785,1224.5,1218.2616666666665,1228.0483333333334,1254.3816666666667,1304.4066666666668,1334.1416666666667,1347.5,1354.3333333333333,1354.6200000000001,1349.7133333333334,1346.0716666666667,1340.8333333333333,1339.1183333333333,1338.0233333333333,1338.405,1341.8083333333332,1343.5,1342.2383333333335,1320.2150000000001,1289.2383333333335,1288.6666666666667,1288.7616666666665,1287.335,1279.0466666666669,1271.905
중흥동,1554.0,1534.0,1534.0,1521.145,1519.0,1531.855,1534.0,1534.0,1534.0,1541.145,1556.855,1567.5700000000002,1569.0,1561.855,1539.715,1534.0,1534.0,1514.715,1486.855,1459.0,1436.1399999999999,1406.145,1382.5700000000002,1346.1399999999999,1300.4299999999998,1290.4299999999998,1274.7150000000001,1269.0,1269.0,1269.0,1277.5700000000002,1309.0,1336.855,1347.5700000000002,1353.2849999999999,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1343.645,1335.5,1335.5,1335.5,1335.5,1335.5
지산동,1495.0,1495.0,1495.0,1496.14,1499.0,1506.14,1510.71,1516.43,1523.57,1530.0,1533.57,1535.0,1530.71,1521.43,1508.29,1490.43,1488.43,1478.71,1460.86,1432.0,1399.57,1359.14,1315.29,1285.0,1265.0,1245.0,1233.86,1220.71,1219.0,1219.0,1233.86,1270.71,1303.29,1311.86,1317.57,1322.43,1317.86,1315.0,1315.0,1315.0,1315.0,1315.0,1315.0,1315.0,1312.43,1297.57,1289.0,1289.0,1289.0,1289.0,1287.0,1272.14
지석동,1509.0,1503.29,1499.0,1510.43,1519.0,1519.0,1523.29,1529.0,1529.0,1539.0,1556.14,1559.0,1559.0,1553.29,1539.0,1521.86,1510.43,1499.0,1490.43,1461.86,1424.71,1376.14,1347.57,1330.43,1296.14,1261.86,1250.43,1237.57,1229.0,1229.0,1246.14,1286.14,1330.43,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1334.71,1293.29,1279.0,1279.0,1279.0,1279.0,1279.0
지야동,1504.7150000000001,1504.7150000000001,1508.145,1512.7150000000001,1509.145,1512.0,1519.855,1532.4299999999998,1531.7150000000001,1552.285,1562.0,1562.0,1562.0,1551.2849999999999,1539.855,1535.0,1518.855,1487.145,1476.4299999999998,1454.2849999999999,1417.855,1379.2849999999999,1352.855,1317.855,1286.4299999999998,1275.0,1253.5749999999998,1237.145,1235.0,1235.0,1235.0,1282.145,1312.145,1345.0,1345.0,1353.5700000000002,1355.0,1355.0,1355.0,1355.0,1355.0,1347.145,1350.0,1350.0,1355.0,1353.5700000000002,1335.0,1330.715,1325.0,1325.0,1325.0,1325.0
지평동,1474.0,1474.0,1486.8600000000001,1499.71,1514.0,1514.0,1514.0,1514.0,1519.715,1526.285,1534.5,1534.5,1529.7150000000001,1521.4250000000002,1510.7150000000001,1495.0,1487.145,1465.0,1449.2849999999999,1434.285,1376.8600000000001,1356.43,1317.86,1282.14,1265.0,1243.57,1235.0,1235.0,1227.8600000000001,1224.2849999999999,1232.145,1273.5700000000002,1285.0,1293.5700000000002,1297.855,1310.715,1320.7150000000001,1309.2849999999999,1311.4299999999998,1314.2849999999999,1320.0,1320.0,1314.2849999999999,1310.0,1305.7150000000001,1301.4250000000002,1293.5700000000002,1285.7150000000001,1274.285,1270.0,1270.0,1270.0
진곡동,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1520.43,1529.0,1529.0,1537.57,1549.0,1549.0,1549.0,1543.29,1529.0,1516.14,1499.0,1499.0,1481.86,1456.14,1410.43,1386.14,1349.0,1320.43,1279.0,1269.0,1257.57,1243.29,1239.0,1239.0,1249.0,1281.86,1299.0,1331.86,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1331.86,1314.71,1309.0,1309.0,1309.0,1309.0,1301.86
진월동,1522.0,1522.0,1522.0,1522.0,1527.71,1532.0,1532.0,1540.57,1547.0,1561.29,1567.0,1567.0,1564.14,1557.71,1539.86,1520.57,1503.43,1489.0,1473.29,1458.29,1414.0,1366.14,1329.0,1307.57,1274.71,1261.14,1241.86,1224.71,1220.43,1233.29,1260.43,1304.71,1339.0,1343.29,1366.86,1374.0,1374.0,1361.14,1349.0,1349.0,1349.0,1349.0,1359.71,1353.29,1349.0,1322.86,1280.0,1280.0,1280.0,1278.57,1275.0,1276.29
치평동,1505.6,1508.6,1508.6,1510.3139999999999,1514.316,1523.23,1531.17,1534.6,1538.3120000000001,1541.458,1547.3139999999999,1548.4,1548.258,1542.946,1530.6,1519.058,1502.344,1485.428,1469.714,1448.6860000000001,1407.174,1380.2,1342.658,1309.3700000000001,1282.2000000000003,1257.286,1233.286,1228.6,1224.884,1227.886,1237.144,1273.8579999999997,1295.286,1320.798,1330.4859999999999,1330.6,1331.2,1331.2,1330.342,1323.0859999999998,1320.83,1330.544,1326.972,1324.828,1320.9419999999998,1306.0859999999998,1299.486,1297.2,1297.2,1297.2,1297.2,1297.2
풍암동,1549.0,1549.0,1549.0,1549.0,1560.43,1580.43,1589.0,1593.29,1599.0,1599.0,1599.0,1599.0,1599.0,1599.0,1576.14,1559.0,1559.0,1524.71,1507.57,1481.86,1451.86,1404.71,1399.0,1351.86,1319.0,1304.71,1299.0,1299.0,1299.0,1299.0,1299.0,1329.0,1370.43,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1376.14,1359.0,1359.0,1359.0,1359.0,1359.0,1344.71
하남동,1524.0,1526.145,1539.0,1539.0,1539.0,1539.0,1560.4299999999998,1559.7150000000001,1559.0,1559.0,1567.5700000000002,1569.0,1569.0,1569.0,1569.0,1556.1399999999999,1532.57,1524.0,1516.855,1499.7150000000001,1473.285,1419.0,1394.71,1367.5700000000002,1321.855,1300.4250000000002,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1276.855,1284.0,1304.0,1314.0,1314.0,1317.5700000000002,1319.0,1319.0,1316.855,1319.0,1327.5700000000002,1334.0,1334.0,1334.0,1328.2849999999999,1317.5700000000002,1324.0,1321.855,1320.4299999999998,1311.855
하산동,1478.5,1479.9299999999998,1496.7150000000001,1506.2849999999999,1517.0,1517.0,1517.0,1519.145,1523.4299999999998,1530.5700000000002,1536.2849999999999,1532.0,1532.0,1526.2849999999999,1502.71,1496.2849999999999,1487.7150000000001,1463.4250000000002,1438.79,1403.4299999999998,1373.855,1330.2849999999999,1297.0,1274.4299999999998,1229.645,1207.0,1200.4299999999998,1199.0,1211.5700000000002,1235.5749999999998,1238.4299999999998,1271.8600000000001,1286.715,1301.5700000000002,1310.145,1317.2849999999999,1324.0,1318.0,1318.0,1318.0,1322.2849999999999,1324.0,1324.0,1329.7150000000001,1326.855,1324.0,1306.86,1299.0,1299.0,1290.4299999999998,1287.0,1287.0
학동,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1665.0,1665.0,1665.0,1665.0,1665.0,1665.0,1645.0,1595.0,1589.29,1575.0,1566.43,1530.71,1460.71,1443.57,1419.57,1387.43,1372.0,1372.0,1372.0,1372.0,1372.0,1372.0,1372.0,1405.57,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0,1419.0
화정동,1499.0,1505.855,1507.0,1509.145,1518.14,1523.0,1537.0,1549.4299999999998,1556.855,1561.145,1562.0,1558.0,1555.0,1546.4299999999998,1535.0,1522.145,1509.285,1495.645,1476.14,1459.715,1424.715,1389.0,1349.2849999999999,1317.145,1295.5749999999998,1277.855,1271.0,1266.145,1265.0,1247.0,1257.715,1289.1399999999999,1327.0,1355.2849999999999,1360.855,1348.5700000000002,1345.0,1340.7150000000001,1340.0,1340.0,1340.0,1340.0,1340.0,1340.0,1334.29,1322.145,1311.7150000000001,1310.0,1306.2849999999999,1297.0,1297.0,1294.7150000000001
황룡동,1473.0,1473.0,1475.57,1483.29,1489.0,1489.57,1497.29,1503.29,1514.71,1523.29,1527.29,1523.0,1514.43,1503.29,1493.29,1480.43,1466.14,1444.71,1424.71,1389.0,1359.0,1309.0,1263.29,1236.14,1204.71,1183.29,1174.71,1169.0,1171.86,1189.0,1201.86,1231.86,1261.86,1279.0,1283.29,1289.0,1290.43,1299.0,1299.0,1289.0,1289.0,1289.0,1289.0,1289.0,1289.0,1280.43,1269.0,1269.0,1263.29,1259.0,1259.0,1257.57
흑석동,1529.215,1533.4975,1536.0,1536.0,1541.0,1542.785,1546.3575,1557.0725,1573.5,1575.4625,1582.25,1582.25,1582.25,1577.6075,1568.355,1557.6075,1555.75,1544.4625,1533.5349999999999,1497.785,1482.9275,1447.4275,1410.5725,1386.0,1347.1425,1322.5725,1318.1425,1302.7849999999999,1302.785,1317.0725,1329.9275,1342.0700000000002,1357.785,1363.5,1379.2150000000001,1383.5,1383.5,1377.0725,1370.2875,1362.785,1363.5,1363.5,1362.4275,1364.5725,1366.0,1363.0,1356.4625,1353.25,1353.25,1351.8225,1348.25,1354.6775
